CC,Si_lvl,pH_lvl,Mn_Fe_lvl,trimeta_lvl,date,total_changes,Si_dose,Mn_Fe_dose,pH_dose,trimeta_dose,value
29,-1,-1,-1,1,2022-09-01,165,0,0,7.5,1,70.82884963080973
29,-1,-1,-1,1,2023-02-14,176,0,0,7.5,1,51.58719036314508
29,-1,-1,-1,1,2023-02-28,183,0,0,7.5,1,36.226163164922326
29,-1,-1,-1,1,2023-03-07,186,0,0,7.5,1,50.136573548531935
29,-1,-1,-1,1,2023-03-14,190,0,0,7.5,1,48.23942303665538
29,-1,-1,-1,1,2023-03-21,194,0,0,7.5,1,34.09724272725606
29,-1,-1,-1,1,2023-03-28,198,0,0,7.5,1,37.35226857864256
30,1,-1,-1,1,2022-04-20,105,20,0,7.5,1,29.29659915467475
30,1,-1,-1,1,2022-05-11,117,20,0,7.5,1,332.7483073423338
30,1,-1,-1,1,2022-07-20,145,20,0,7.5,1,40.996451901506205
30,1,-1,-1,1,2022-08-03,152,20,0,7.5,1,80.05452334674702
30,1,-1,-1,1,2022-08-17,162,20,0,7.5,1,40.82495535102912
30,1,-1,-1,1,2022-09-01,165,20,0,7.5,1,44.04302474183444
30,1,-1,-1,1,2023-02-14,176,20,0,7.5,1,37.91738806176016
30,1,-1,-1,1,2023-02-28,183,20,0,7.5,1,37.83711972186684
30,1,-1,-1,1,2023-03-07,186,20,0,7.5,1,26.697762769843745
30,1,-1,-1,1,2023-03-14,190,20,0,7.5,1,42.16223587554154
30,1,-1,-1,1,2023-03-21,194,20,0,7.5,1,31.46215038374043
30,1,-1,-1,1,2023-03-28,198,20,0,7.5,1,29.87314084962941
31,0,-1,0,0,2022-04-20,105,10,0.5,7.5,0.5,22.42083156459359
31,0,-1,0,0,2022-05-11,117,10,0.5,7.5,0.5,4.014760061829523
31,0,-1,0,0,2022-06-22,134,10,0.5,7.5,0.5,3.2563449172961603
31,0,-1,0,0,2022-07-20,145,10,0.5,7.5,0.5,140.00832655053887
31,0,-1,0,0,2022-08-03,152,10,0.5,7.5,0.5,155.83964099125595
31,0,-1,0,0,2022-08-17,162,10,0.5,7.5,0.5,36.86809858399787
31,0,-1,0,0,2022-09-01,165,10,0.5,7.5,0.5,24.1623839189362
31,0,-1,0,0,2023-02-14,176,10,0.5,7.5,0.5,18.7772768450072
31,0,-1,0,0,2023-02-28,183,10,0.5,7.5,0.5,23.382141194771062
31,0,-1,0,0,2023-03-07,186,10,0.5,7.5,0.5,11.130247938457844
31,0,-1,0,0,2023-03-14,190,10,0.5,7.5,0.5,26.147866475299494
31,0,-1,0,0,2023-03-21,194,10,0.5,7.5,0.5,25.301987015227734
31,0,-1,0,0,2023-03-28,198,10,0.5,7.5,0.5,21.441322390222336
32,-1,-1,1,-1,2022-04-20,105,0,1,7.5,0,2.242889169278585
32,-1,-1,1,-1,2022-05-11,117,0,1,7.5,0,0.6460725767701406
32,-1,-1,1,-1,2022-07-20,145,0,1,7.5,0,52.054165553775874
32,-1,-1,1,-1,2022-08-03,152,0,1,7.5,0,111.35827197622898
32,-1,-1,1,-1,2022-08-17,162,0,1,7.5,0,30.43172526794803
32,-1,-1,1,-1,2022-09-01,165,0,1,7.5,0,174.1280933357289
32,-1,-1,1,-1,2023-02-14,176,0,1,7.5,0,42.35845191408107
32,-1,-1,1,-1,2023-02-28,183,0,1,7.5,0,22.834940059164605
32,-1,-1,1,-1,2023-03-07,186,0,1,7.5,0,15.067786775756012
32,-1,-1,1,-1,2023-03-14,190,0,1,7.5,0,0.46386985889910626
32,-1,-1,1,-1,2023-03-21,194,0,1,7.5,0,17.07933573100559
32,-1,-1,1,-1,2023-03-28,198,0,1,7.5,0,44.74331640638168
33,1,-1,1,-1,2022-04-20,105,20,1,7.5,0,112.6834635054672
33,1,-1,1,-1,2022-05-11,117,20,1,7.5,0,101.40286408850532
33,1,-1,1,-1,2022-07-20,145,20,1,7.5,0,0.6593960423503735
33,1,-1,1,-1,2022-08-03,152,20,1,7.5,0,73.32724338109054
33,1,-1,1,-1,2022-08-17,162,20,1,7.5,0,25.664742796422107
33,1,-1,1,-1,2022-09-01,165,20,1,7.5,0,47.473237869088855
33,1,-1,1,-1,2023-02-14,176,20,1,7.5,0,22.43267826950213
33,1,-1,1,-1,2023-02-28,183,20,1,7.5,0,0.3453186734045179
33,1,-1,1,-1,2023-03-07,186,20,1,7.5,0,0.35909024092296654
33,1,-1,1,-1,2023-03-14,190,20,1,7.5,0,0.6452732146453106
33,1,-1,1,-1,2023-03-21,194,20,1,7.5,0,20.706556749918775
33,1,-1,1,-1,2023-03-28,198,20,1,7.5,0,0.748271382940295
34,-1,-1,1,1,2022-04-20,105,0,1,7.5,1,55.588643739817
34,-1,-1,1,1,2022-05-11,117,0,1,7.5,1,56.23437783077182
34,-1,-1,1,1,2022-07-06,140,0,1,7.5,1,3.3540116986677075
34,-1,-1,1,1,2022-07-20,145,0,1,7.5,1,42.0430944924225
34,-1,-1,1,1,2022-08-03,152,0,1,7.5,1,197.75998027889275
34,-1,-1,1,1,2022-08-17,162,0,1,7.5,1,45.19133186932473
34,-1,-1,1,1,2022-09-01,165,0,1,7.5,1,51.846394551247926
34,-1,-1,1,1,2023-02-14,176,0,1,7.5,1,33.86053187812555
34,-1,-1,1,1,2023-02-28,183,0,1,7.5,1,1.0610798013802938
34,-1,-1,1,1,2023-03-07,186,0,1,7.5,1,1.4727089133283688
34,-1,-1,1,1,2023-03-14,190,0,1,7.5,1,29.756233997819173
34,-1,-1,1,1,2023-03-21,194,0,1,7.5,1,15.224362148609345
34,-1,-1,1,1,2023-03-28,198,0,1,7.5,1,20.43781528651544
35,1,-1,1,1,2022-04-20,105,20,1,7.5,1,58.66552040432107
35,1,-1,1,1,2022-05-11,117,20,1,7.5,1,157.43352802363597
35,1,-1,1,1,2022-07-06,140,20,1,7.5,1,33.840113387500125
35,1,-1,1,1,2022-07-20,145,20,1,7.5,1,3.059176046930184
35,1,-1,1,1,2022-08-03,152,20,1,7.5,1,90.74956593376928
35,1,-1,1,1,2022-08-17,162,20,1,7.5,1,148.72909125521275
35,1,-1,1,1,2022-09-01,165,20,1,7.5,1,229.29450880858616
35,1,-1,1,1,2023-02-14,176,20,1,7.5,1,36.08993856575888
35,1,-1,1,1,2023-02-28,183,20,1,7.5,1,61.444580029620646
35,1,-1,1,1,2023-03-07,186,20,1,7.5,1,48.497447089889086
35,1,-1,1,1,2023-03-14,190,20,1,7.5,1,1.7357781088839395
35,1,-1,1,1,2023-03-21,194,20,1,7.5,1,35.00022402901742
35,1,-1,1,1,2023-03-28,198,20,1,7.5,1,41.06264013831994
36,0,0,-1,0,2022-04-20,105,10,0,8.5,0.5,142.25145951692662
36,0,0,-1,0,2022-05-11,117,10,0,8.5,0.5,73.56180350275737
36,0,0,-1,0,2022-07-06,140,10,0,8.5,0.5,75.61556988840965
36,0,0,-1,0,2022-07-20,145,10,0,8.5,0.5,76.73187851668595
36,0,0,-1,0,2022-08-03,152,10,0,8.5,0.5,50.430479948455286
36,0,0,-1,0,2022-08-17,162,10,0,8.5,0.5,41.23926148688043
36,0,0,-1,0,2022-09-01,165,10,0,8.5,0.5,209.48502553904115
36,0,0,-1,0,2023-02-14,176,10,0,8.5,0.5,23.421042661609714
36,0,0,-1,0,2023-02-28,183,10,0,8.5,0.5,33.72353013550323
36,0,0,-1,0,2023-03-07,186,10,0,8.5,0.5,35.75849398885003
36,0,0,-1,0,2023-03-14,190,10,0,8.5,0.5,46.42434283561954
36,0,0,-1,0,2023-03-21,194,10,0,8.5,0.5,34.35137121891205
36,0,0,-1,0,2023-03-28,198,10,0,8.5,0.5,48.08221947630972
38,1,0,0,0,2022-04-20,105,20,0.5,8.5,0.5,88.30350604449714
38,1,0,0,0,2022-05-11,117,20,0.5,8.5,0.5,25.204920495892218
38,1,0,0,0,2022-07-06,140,20,0.5,8.5,0.5,207.85231011688688
38,1,0,0,0,2022-07-20,145,20,0.5,8.5,0.5,28.15871788910681
38,1,0,0,0,2022-08-03,152,20,0.5,8.5,0.5,75.21053593994476
38,1,0,0,0,2022-08-17,162,20,0.5,8.5,0.5,26.23458489008937
38,1,0,0,0,2022-09-01,165,20,0.5,8.5,0.5,49.090663718012685
38,1,0,0,0,2023-02-14,176,20,0.5,8.5,0.5,21.99145789049916
38,1,0,0,0,2023-02-28,183,20,0.5,8.5,0.5,24.46985433080361
38,1,0,0,0,2023-03-07,186,20,0.5,8.5,0.5,16.153559308609108
38,1,0,0,0,2023-03-14,190,20,0.5,8.5,0.5,1.3314583523400598
38,1,0,0,0,2023-03-21,194,20,0.5,8.5,0.5,45.395341887986326
38,1,0,0,0,2023-03-28,198,20,0.5,8.5,0.5,23.677480815937045
39,-1,0,0,0,2022-04-20,105,0,0.5,8.5,0.5,21.553005154046154
39,-1,0,0,0,2022-05-11,117,0,0.5,8.5,0.5,53.82145605459365
39,-1,0,0,0,2022-07-06,140,0,0.5,8.5,0.5,2.682962814394724
39,-1,0,0,0,2022-07-20,145,0,0.5,8.5,0.5,5.72141539577984
39,-1,0,0,0,2022-08-03,152,0,0.5,8.5,0.5,58.14231190682301
39,-1,0,0,0,2022-08-17,162,0,0.5,8.5,0.5,32.89321859251721
39,-1,0,0,0,2022-09-01,165,0,0.5,8.5,0.5,35.2207540199495
39,-1,0,0,0,2023-02-14,176,0,0.5,8.5,0.5,16.165651577856462
39,-1,0,0,0,2023-02-28,183,0,0.5,8.5,0.5,23.117280749885577
39,-1,0,0,0,2023-03-07,186,0,0.5,8.5,0.5,0.8042413257100139
39,-1,0,0,0,2023-03-14,190,0,0.5,8.5,0.5,0.6679566835602737
39,-1,0,0,0,2023-03-21,194,0,0.5,8.5,0.5,19.644483147005246
39,-1,0,0,0,2023-03-28,198,0,0.5,8.5,0.5,52.46213139838337
40,0,0,0,1,2022-04-20,105,10,0.5,8.5,1,55.03289884374076
40,0,0,0,1,2022-05-11,117,10,0.5,8.5,1,58.891856005324485
40,0,0,0,1,2022-07-06,140,10,0.5,8.5,1,154.93303665763435
40,0,0,0,1,2022-07-20,145,10,0.5,8.5,1,7.164186389710669
40,0,0,0,1,2022-08-03,152,10,0.5,8.5,1,125.27546792105537
40,0,0,0,1,2022-08-17,162,10,0.5,8.5,1,40.06204913060719
40,0,0,0,1,2022-09-01,165,10,0.5,8.5,1,43.51863597500922
40,0,0,0,1,2023-02-16,177,10,0.5,8.5,1,20.051625930398
40,0,0,0,1,2023-02-23,180,10,0.5,8.5,1,1.3524130092895554
40,0,0,0,1,2023-03-09,187,10,0.5,8.5,1,21.258858397828845
40,0,0,0,1,2023-03-16,191,10,0.5,8.5,1,4.9502147142716275
40,0,0,0,1,2023-03-23,195,10,0.5,8.5,1,44.043877455880775
40,0,0,0,1,2023-03-30,199,10,0.5,8.5,1,46.02435571617088
41,0,0,0,-1,2022-04-20,105,10,0.5,8.5,0,38.66423899313386
41,0,0,0,-1,2022-05-11,117,10,0.5,8.5,0,6.072759217003151
41,0,0,0,-1,2022-07-06,140,10,0.5,8.5,0,56.54339405647188
41,0,0,0,-1,2022-07-20,145,10,0.5,8.5,0,61.50988449165352
41,0,0,0,-1,2022-08-03,152,10,0.5,8.5,0,0.4628176869132559
41,0,0,0,-1,2022-08-17,162,10,0.5,8.5,0,15.38257276721052
41,0,0,0,-1,2022-09-01,165,10,0.5,8.5,0,23.1563480930776
41,0,0,0,-1,2023-02-16,177,10,0.5,8.5,0,11.032217918177604
41,0,0,0,-1,2023-02-23,180,10,0.5,8.5,0,16.266626405639546
41,0,0,0,-1,2023-03-09,187,10,0.5,8.5,0,6.24065458523743
41,0,0,0,-1,2023-03-16,191,10,0.5,8.5,0,28.149211642606396
41,0,0,0,-1,2023-03-23,195,10,0.5,8.5,0,13.66726345429995
41,0,0,0,-1,2023-03-30,199,10,0.5,8.5,0,7.191086259970892
42,0,0,0,0,2022-04-20,105,10,0.5,8.5,0.5,50.9102547898859
42,0,0,0,0,2022-05-11,117,10,0.5,8.5,0.5,46.464665447028096
42,0,0,0,0,2022-07-06,140,10,0.5,8.5,0.5,12.700338777670238
42,0,0,0,0,2022-07-20,145,10,0.5,8.5,0.5,57.30257667595851
42,0,0,0,0,2022-08-03,152,10,0.5,8.5,0.5,68.93249460969784
42,0,0,0,0,2022-08-17,162,10,0.5,8.5,0.5,22.95572274352822
42,0,0,0,0,2022-09-01,165,10,0.5,8.5,0.5,29.96121663936933
42,0,0,0,0,2023-02-16,177,10,0.5,8.5,0.5,17.80155062682071
42,0,0,0,0,2023-02-23,180,10,0.5,8.5,0.5,19.26813945196429
42,0,0,0,0,2023-03-09,187,10,0.5,8.5,0.5,17.662580674703307
42,0,0,0,0,2023-03-16,191,10,0.5,8.5,0.5,2.058108239227905
42,0,0,0,0,2023-03-23,195,10,0.5,8.5,0.5,19.969543575082064
42,0,0,0,0,2023-03-30,199,10,0.5,8.5,0.5,1.0326858001468866
43,0,0,1,0,2022-04-20,105,10,1,8.5,0.5,2.4825623208890724
43,0,0,1,0,2022-05-11,117,10,1,8.5,0.5,42.954392773183926
43,0,0,1,0,2022-07-06,140,10,1,8.5,0.5,0.41855095660258057
43,0,0,1,0,2022-07-20,145,10,1,8.5,0.5,21.50854362380345
43,0,0,1,0,2022-08-03,152,10,1,8.5,0.5,87.91648233432493
43,0,0,1,0,2022-08-17,162,10,1,8.5,0.5,30.43851701148093
43,0,0,1,0,2022-09-01,165,10,1,8.5,0.5,29.18174256945207
43,0,0,1,0,2023-02-16,177,10,1,8.5,0.5,0.18728007160015303
43,0,0,1,0,2023-02-23,180,10,1,8.5,0.5,49.15210459464445
43,0,0,1,0,2023-03-09,187,10,1,8.5,0.5,28.954390464625927
43,0,0,1,0,2023-03-16,191,10,1,8.5,0.5,34.047909738585616
43,0,0,1,0,2023-03-23,195,10,1,8.5,0.5,1.095390834100588
43,0,0,1,0,2023-03-30,199,10,1,8.5,0.5,26.933896969234304
44,-1,1,-1,-1,2022-04-20,105,0,0,9.5,0,16.35553325124248
44,-1,1,-1,-1,2022-05-11,117,0,0,9.5,0,34.15780127255332
44,-1,1,-1,-1,2022-07-06,140,0,0,9.5,0,25.887287892643496
44,-1,1,-1,-1,2022-07-20,145,0,0,9.5,0,44.67439794559482
44,-1,1,-1,-1,2022-08-03,152,0,0,9.5,0,21.64854012717483
44,-1,1,-1,-1,2022-08-17,162,0,0,9.5,0,12.843544599294583
44,-1,1,-1,-1,2022-09-01,165,0,0,9.5,0,9.739575462254807
44,-1,1,-1,-1,2023-02-16,177,0,0,9.5,0,12.974702211903518
44,-1,1,-1,-1,2023-02-23,180,0,0,9.5,0,10.788903999198064
44,-1,1,-1,-1,2023-03-09,187,0,0,9.5,0,13.142147801334378
44,-1,1,-1,-1,2023-03-16,191,0,0,9.5,0,8.254537361079493
44,-1,1,-1,-1,2023-03-23,195,0,0,9.5,0,7.62191948956884
44,-1,1,-1,-1,2023-03-30,199,0,0,9.5,0,14.818432995826923
45,1,1,-1,-1,2022-04-20,105,20,0,9.5,0,38.975541109087125
45,1,1,-1,-1,2022-05-11,117,20,0,9.5,0,58.52919090601576
45,1,1,-1,-1,2022-07-06,140,20,0,9.5,0,34.77219284174811
45,1,1,-1,-1,2022-07-20,145,20,0,9.5,0,13.32013326538904
45,1,1,-1,-1,2022-08-03,152,20,0,9.5,0,18.93728090230664
45,1,1,-1,-1,2022-08-17,162,20,0,9.5,0,16.825767738068414
45,1,1,-1,-1,2022-09-01,165,20,0,9.5,0,22.086911426070017
45,1,1,-1,-1,2023-02-16,177,20,0,9.5,0,18.12227476319304
45,1,1,-1,-1,2023-02-23,180,20,0,9.5,0,30.411676909184862
45,1,1,-1,-1,2023-03-09,187,20,0,9.5,0,15.345205389414724
45,1,1,-1,-1,2023-03-16,191,20,0,9.5,0,11.327907911422322
45,1,1,-1,-1,2023-03-23,195,20,0,9.5,0,14.55838448697846
45,1,1,-1,-1,2023-03-30,199,20,0,9.5,0,25.301854164508597
46,-1,1,-1,1,2022-04-20,105,0,0,9.5,1,12.172916424687548
46,-1,1,-1,1,2022-05-11,117,0,0,9.5,1,10.496900977598456
46,-1,1,-1,1,2022-07-06,140,0,0,9.5,1,5.169900640010259
46,-1,1,-1,1,2022-07-20,145,0,0,9.5,1,8.498110952647739
46,-1,1,-1,1,2022-08-03,152,0,0,9.5,1,23.4012474997498
46,-1,1,-1,1,2022-08-17,162,0,0,9.5,1,35.98152431248966
46,-1,1,-1,1,2022-09-01,165,0,0,9.5,1,9.888060252065818
46,-1,1,-1,1,2023-02-16,177,0,0,9.5,1,12.664425954409024
46,-1,1,-1,1,2023-02-23,180,0,0,9.5,1,14.256049666193078
46,-1,1,-1,1,2023-03-09,187,0,0,9.5,1,12.470511290795114
46,-1,1,-1,1,2023-03-16,191,0,0,9.5,1,7.587881003684103
46,-1,1,-1,1,2023-03-23,195,0,0,9.5,1,17.234801457506343
46,-1,1,-1,1,2023-03-30,199,0,0,9.5,1,40.84287538423341
47,1,1,-1,1,2022-04-20,105,20,0,9.5,1,30.99763505461157
47,1,1,-1,1,2022-05-11,117,20,0,9.5,1,39.47456132414712
47,1,1,-1,1,2022-07-06,140,20,0,9.5,1,18.877918907312136
47,1,1,-1,1,2022-07-20,145,20,0,9.5,1,52.52503459427286
47,1,1,-1,1,2022-08-03,152,20,0,9.5,1,44.46622321086026
47,1,1,-1,1,2022-08-17,162,20,0,9.5,1,34.57550407192057
47,1,1,-1,1,2022-09-01,165,20,0,9.5,1,22.034386567691936
47,1,1,-1,1,2023-02-16,177,20,0,9.5,1,34.083913266076856
47,1,1,-1,1,2023-02-23,180,20,0,9.5,1,46.66003293744608
47,1,1,-1,1,2023-03-09,187,20,0,9.5,1,21.58170058512513
47,1,1,-1,1,2023-03-16,191,20,0,9.5,1,14.734488301439317
47,1,1,-1,1,2023-03-23,195,20,0,9.5,1,32.06318211478489
47,1,1,-1,1,2023-03-30,199,20,0,9.5,1,18.41093347416825
48,0,1,0,0,2022-04-20,105,10,0.5,9.5,0.5,83.43720045599582
48,0,1,0,0,2022-05-11,117,10,0.5,9.5,0.5,102.73031373981954
48,0,1,0,0,2022-07-06,140,10,0.5,9.5,0.5,0.6298745970543435
48,0,1,0,0,2022-07-20,145,10,0.5,9.5,0.5,1.238625947432714
48,0,1,0,0,2022-08-03,152,10,0.5,9.5,0.5,100.44675112856913
48,0,1,0,0,2022-08-17,162,10,0.5,9.5,0.5,22.05382313554809
48,0,1,0,0,2022-09-01,165,10,0.5,9.5,0.5,149.17006650365258
48,0,1,0,0,2023-02-16,177,10,0.5,9.5,0.5,9.546069908206084
48,0,1,0,0,2023-02-23,180,10,0.5,9.5,0.5,0.6519130539106065
48,0,1,0,0,2023-03-09,187,10,0.5,9.5,0.5,0.5346344304238757
48,0,1,0,0,2023-03-16,191,10,0.5,9.5,0.5,0.7473196920872411
48,0,1,0,0,2023-03-23,195,10,0.5,9.5,0.5,15.50324757831522
48,0,1,0,0,2023-03-30,199,10,0.5,9.5,0.5,11.95250464442849
49,-1,1,1,-1,2022-04-20,105,0,1,9.5,0,44.16293005186404
49,-1,1,1,-1,2022-05-11,117,0,1,9.5,0,11.106224682670334
49,-1,1,1,-1,2022-07-06,140,0,1,9.5,0,2.068260987303448
49,-1,1,1,-1,2022-07-20,145,0,1,9.5,0,44.13716744006671
49,-1,1,1,-1,2022-08-03,152,0,1,9.5,0,144.95466880576322
49,-1,1,1,-1,2022-08-17,162,0,1,9.5,0,6.405030292523344
49,-1,1,1,-1,2022-09-01,165,0,1,9.5,0,46.745634403706056
49,-1,1,1,-1,2023-02-16,177,0,1,9.5,0,0.16219408051751882
49,-1,1,1,-1,2023-02-23,180,0,1,9.5,0,1.3034538069416544
49,-1,1,1,-1,2023-03-09,187,0,1,9.5,0,10.123957343205207
49,-1,1,1,-1,2023-03-16,191,0,1,9.5,0,6.444576983716274
49,-1,1,1,-1,2023-03-23,195,0,1,9.5,0,20.685605270161112
49,-1,1,1,-1,2023-03-30,199,0,1,9.5,0,12.831280741346575
50,1,1,1,-1,2022-04-20,105,20,1,9.5,0,56.86455477623248
50,1,1,1,-1,2022-05-11,117,20,1,9.5,0,54.53838567424677
50,1,1,1,-1,2022-07-06,140,20,1,9.5,0,49.68279079212071
50,1,1,1,-1,2022-07-20,145,20,1,9.5,0,87.01924759076614
50,1,1,1,-1,2022-08-03,152,20,1,9.5,0,0.3484411723508536
50,1,1,1,-1,2022-08-17,162,20,1,9.5,0,9.308787982532344
50,1,1,1,-1,2022-09-01,165,20,1,9.5,0,80.41916259532957
50,1,1,1,-1,2023-02-16,177,20,1,9.5,0,8.482099022473356
50,1,1,1,-1,2023-02-23,180,20,1,9.5,0,25.877057756056168
50,1,1,1,-1,2023-03-09,187,20,1,9.5,0,16.390034398627805
50,1,1,1,-1,2023-03-16,191,20,1,9.5,0,10.183203473891217
50,1,1,1,-1,2023-03-23,195,20,1,9.5,0,0.2996072886519134
50,1,1,1,-1,2023-03-30,199,20,1,9.5,0,11.550982384280053
51,-1,1,1,1,2022-04-20,105,0,1,9.5,1,76.43511896585491
51,-1,1,1,1,2022-05-11,117,0,1,9.5,1,37.19936407679613
51,-1,1,1,1,2022-07-06,140,0,1,9.5,1,0.8087206114120062
51,-1,1,1,1,2022-07-20,145,0,1,9.5,1,0.5213533287191178
51,-1,1,1,1,2022-08-03,152,0,1,9.5,1,0.38360239907011706
51,-1,1,1,1,2022-08-17,162,0,1,9.5,1,4.511902853432867
51,-1,1,1,1,2022-09-01,165,0,1,9.5,1,13.990502197182447
51,-1,1,1,1,2023-02-16,177,0,1,9.5,1,7.164905361847242
51,-1,1,1,1,2023-02-23,180,0,1,9.5,1,28.88593695178036
51,-1,1,1,1,2023-03-09,187,0,1,9.5,1,7.165977642906843
51,-1,1,1,1,2023-03-16,191,0,1,9.5,1,8.77965360728492
51,-1,1,1,1,2023-03-23,195,0,1,9.5,1,23.64054705625321
51,-1,1,1,1,2023-03-30,199,0,1,9.5,1,0.4550921390226238
52,1,1,1,1,2022-04-20,105,20,1,9.5,1,1.028827799152465
52,1,1,1,1,2022-05-11,117,20,1,9.5,1,81.41933776173897
52,1,1,1,1,2022-07-06,140,20,1,9.5,1,0.470994600100425
52,1,1,1,1,2022-07-20,145,20,1,9.5,1,13.71853553056014
52,1,1,1,1,2022-08-03,152,20,1,9.5,1,74.11372664676841
52,1,1,1,1,2022-08-17,162,20,1,9.5,1,7.580879181139515
52,1,1,1,1,2022-09-01,165,20,1,9.5,1,31.430919345886384
52,1,1,1,1,2023-02-16,177,20,1,9.5,1,4.522910450456725
52,1,1,1,1,2023-02-23,180,20,1,9.5,1,6.165268559093176
52,1,1,1,1,2023-03-09,187,20,1,9.5,1,4.251187391409212
52,1,1,1,1,2023-03-16,191,20,1,9.5,1,1.8646104229400216
52,1,1,1,1,2023-03-23,195,20,1,9.5,1,3.8274311362654396
52,1,1,1,1,2023-03-30,199,20,1,9.5,1,2.840769030184773
